Respondent_Serial,Wavemarker,Weightvar,resp_gender,resp_age,census_region,state,urb_rur,gender,gender_other,sexual_orientation,sexual_other,hurricane_type,flood_type,wildfire_type,tornado_type,earthquake_type,ice_storm_type,hazardous_type,other_type,none_type,concern_disaster,prepared_disaster,ever_evacuate,long_away,evacuated_pet_owner,dog_left_behind,cat_left_behind,horse_left_behind,small_left_behind,livestock_left_behind,none_left_behind,pet_friendly_accom_reason,transportation_reason,carrier_reason,time_reason,financal_reason,fine_reason,not_home_reason,behaviour_reason,other_reason,other_text_reason,disaster_plan,dog_current_own,cat_current_own,horse_current_own,small_current_own,livestock_current_own,would_bring_pet,secured_transportation,secured_emergency_housing,travel_carrier,food_water,litter,pet_id,medication,other_supplies,none_supplies,none,microchip_have,id_have,none_have,support_gov_fund,advice_pet,living_situation,marital,household_income,education,race,white_race,black_race,native_race,asian_race,pacific_islander_race,other_race,perfer_not_race,hispanic_ethnicity,household_grou,age_children,num_children
794,3,0.88,Male,68,Midwest,Ohio,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,None,Rent,"Single, never married","$10,000-$14,999",Regular High School Diploma,Prefer not to answer,No,No,No,No,No,No,Yes,No,All of it,None Under 18,0
796,3,1.03,Male,53,West,California,Urban,Man,,Gay,,No,No,No,No,No,No,No,Yes,No,Somewhat concerned,Somewhat not prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,No,2,0,0,0,0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,No,Yes,No,Yes,Identification in case of separation,Own a house,Married,"$125,000-$149,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
799,3,0.57,Male,63,Northeast,New York,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,1,,,,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,,No,Yes,No,Yes,"Keep a collar and tag on all cats and dogs. 
Prepare an emergency kit for each animal.
Identify emergency veterinary facilities outside of your immediate area",Own a house,Married,"$55,000-$59,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,6-12 Only,1
800,3,0.66,Male,54,South,Oklahoma,Urban,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Somewhat concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,1,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,Have pet owners information on tag,Own a house,Married,"$55,000-$59,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,No,No,No,Yes,No,No,No,No,All of it,None Under 18,0
801,3,0.69,Female,45,West,California,Urban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,2,,Not sure,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Not sure,"It is very thoughtful to have this plan. But when disaster happens, everything might go down. It would have a better way to communicate with owners and shelters.",Rent,Married,"$60,000-$64,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,No,No,No,Yes,No,No,No,No,All of it,6-12 Only,1
802,3,0.57,Female,40,South,Kentucky,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Neither prepared nor not prepared,Yes,more than two weeks,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Not sure,,4,,,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,,No,Yes,No,Not sure,always be prepared for anything.,Own a house,Married,"Less than $5,000",Grade 9 to 11,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
806,3,2.2,Female,34,South,District of Columbia,Urban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,None,Rent,"Single, never married","$100,000-$124,999","Master's degree (MA, MS, MBA, etc.)",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
807,3,0.6,Male,55,South,North Carolina,Rural,Man,,Straight/heterosexual,,Yes,No,No,Yes,No,No,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,Yes,4-7 days,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Yes,Take your pets with you.,Own a house,"Single, never married","$45,000-$49,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
808,3,0.66,Female,24,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Very concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,,,,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,,Yes,No,No,Yes,know where the belongigs are you have prepared dor evacuation,Live with parents/relatives,"Single, never married","$10,000-$14,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
809,3,0.82,Female,64,South,Mississippi,Suburban,Woman,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Not concerned at all,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,5,,,,Yes,No,No,Yes,No,Yes,No,No,No,No,,No,No,Yes,Not sure,stay calm and focus,Own a house,Divorced or separated,"$15,000-$19,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
810,3,0.7,Female,65,West,Colorado,Rural,Woman,,Straight/heterosexual,,No,No,Yes,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Yes,Chip your animals,Own a house,Married,"$40,000-$44,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
811,3,0.44,Female,42,South,Kentucky,Rural,Woman,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,2,1,0,0,0,Not sure,No,No,Yes,No,No,No,No,No,No,,No,No,Yes,Not sure,Always have a plan,Own a house,Married,"$65,000-$69,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,13-17 Only,1
813,3,0.67,Female,78,South,Maryland,Suburban,Woman,,Straight/heterosexual,,Yes,Yes,No,No,No,Yes,Yes,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Put an ID collar on that pup,Rent,Living with partner,"$40,000-$44,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
814,3,0.67,Female,64,South,Florida,Urban,Woman,,Straight/heterosexual,,Yes,Yes,Yes,Yes,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,"Make sure all animals that are able to wear a collar are wearing one with current owner information, ie. phone number, address and if an animal can be micro-chipped, have it done.",Own a house,Married,"$35,000-$39,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
817,3,1.09,Female,32,Northeast,New York,Urban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,Yes,becarfoul,Own a house,Married,"$125,000-$149,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,6-12 Only,1
818,3,0.89,Female,61,Midwest,South Dakota,Rural,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,Put them in the car and get the hell out of Dodge.,Rent,"Single, never married","$15,000-$19,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
820,3,0.64,Female,57,South,Texas,Urban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,No,Be prepared,Own a house,Married,"$50,000-$54,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
821,3,0.57,Male,38,South,Florida,Urban,Man,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Store up on food for pet,Own a condo/co-op,"Single, never married","$20,000-$24,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
822,3,2.96,Male,41,Midwest,Minnesota,Suburban,Man,,Gay,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Yes,Make sure to have a plan for your pets in case you're forced to evacuate due to a disaster.,Live with parents/relatives,"Single, never married","$90,000-$99,999","Bachelor's degree (BA, BS, etc.)",Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,About half of it,None Under 18,0
825,3,0.6,Male,72,Northeast,Pennsylvania,Rural,Man,,Other:,Celibate by CHOICE,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Not concerned at all,Very prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,"Pay attention to Fido or Fifi because their senses are much more powerful than ours and they can sense disasters hours even days before they arrive. When they let you know and the news confirms it, get ready for a disaster soon to come!",Rent,"Single, never married","$30,000-$34,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
830,3,1.54,Female,41,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,I don’t know,Rent,Married,"$75,000-$79,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,No,No,No,Yes,No,No,No,No,All of it,6-12 and 13-17,2
835,3,0.7,Female,72,West,Washington,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Somewhat not concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,0,0,10,0,Yes,No,No,Yes,Yes,No,No,No,No,No,,No,No,Yes,No,Take food and water for your pets and any paperwork you may need for them.,Own a house,Divorced or separated,"$35,000-$39,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
836,3,1.08,Male,47,Midwest,Minnesota,Suburban,Man,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,1,,,,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,Yes,No,Bring them with if possible,Own a house,Married,"$100,000-$124,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,13-17 Only,2
837,3,0.66,Female,61,West,California,Urban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Very concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,Always take your pets with you,Rent,Married,"$60,000-$64,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
838,3,0.56,Female,19,Midwest,Iowa,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,A a disaster on the go bad for your pets,Live with parents/relatives,"Single, never married","$25,000-$29,999",Grade 4 or less,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
841,3,0.82,Female,56,Northeast,New York,Urban,Woman,,Other:,prefer not to say,Yes,No,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Yes,"please take your pets with you as they, too, are need shelter, food, and medicine!!!",Rent,"Single, never married","$10,000-$14,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
843,3,1.54,Female,68,Midwest,Indiana,Suburban,Woman,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,never let your pets outdoors,Own a house,Married,"$90,000-$99,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
844,3,0.88,Male,66,Midwest,Indiana,Rural,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Not concerned at all,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,be safe,Own a house,"Single, never married","$20,000-$24,999","Master's degree (MA, MS, MBA, etc.)","Native American, Alaska Native, Aleutian",Yes,No,Yes,No,No,No,No,No,All of it,None Under 18,0
845,3,0.57,Male,54,South,Florida,Urban,Man,,Straight/heterosexual,,Yes,Yes,No,Yes,No,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,make sure you always have everything they will need all the time,Own a house,"Single, never married","$20,000-$24,999",GED or alternative credential,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
846,3,1.73,Male,32,South,Florida,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,1,1,0,0,0,No,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,No,none,Own a house,Married,"$55,000-$59,999","Master's degree (MA, MS, MBA, etc.)",Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,All of it,6-12 Only,1
849,3,0.64,Female,67,South,Delaware,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,Don't have pets.,Rent,Married,"$60,000-$64,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
850,3,0.8,Male,66,Midwest,Illinois,Rural,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,No,Yes,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,0,2,0,0,0,Yes,No,No,Yes,Yes,No,Yes,No,No,No,,Yes,Yes,No,Not sure,know where everything you need for your pets you know where it is,Rent,Divorced or separated,"$20,000-$24,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
851,3,1.38,Male,66,Midwest,Missouri,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,Keep fresh water and dry foods handy,Own a house,Married,"$100,000-$124,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
852,3,1.03,Female,54,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,3,0,0,0,0,Yes,No,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,No,Yes,NEVER leave youe pet behind!,Own a house,"Single, never married","$125,000-$149,999","Doctorate degree (PhD, EdD, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
853,3,1.19,Female,33,Midwest,Michigan,Rural,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,Save yourself,Own a house,Married,"$100,000-$124,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,Under 6 and 6-12,2
854,3,1.03,Female,31,West,Utah,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,Yes,No,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,No,Yes,Microchip your pet and keep records of mircochip/ID,Own a house,Married,"$55,000-$59,999","Bachelor's degree (BA, BS, etc.)",Black or African-American (not Hispanic or Latino),No,Yes,Yes,No,No,Yes,No,No,Almost all of it,Under 6 only,1
855,3,1.19,Female,22,Midwest,Minnesota,Rural,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,2,,,,Yes,No,No,No,No,No,Yes,No,No,No,,No,Yes,No,Not sure,NA,Live with parents/relatives,"Single, never married","$75,000-$79,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
857,3,0.57,Male,67,Northeast,New York,Urban,Man,,Straight/heterosexual,,No,Yes,No,No,No,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Not sure,??????,Own a house,"Single, never married","$65,000-$69,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
858,3,4.02,Male,29,West,California,Suburban,Man,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Not sure,MAke sure you have documentation,Rent,"Single, never married","$75,000-$79,999","Bachelor's degree (BA, BS, etc.)",Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,All of it,None Under 18,0
859,3,1.22,Female,38,Northeast,New York,Urban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Very concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,0,0,2,0,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,No,Yes,No,Yes,have a crate ready and extra food and meds,Rent,Married,"$55,000-$59,999",Regular High School Diploma,Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,Almost all of it,None Under 18,0
860,3,0.48,Female,43,Midwest,Iowa,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,1,,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,Yes,I don’t know,Rent,Married,"$65,000-$69,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Less than half of it,13-17 Only,1
861,3,0.94,Male,19,South,Texas,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Neither prepared nor not prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,...,Other,"Single, never married","$55,000-$59,999",Regular High School Diploma,Asian/Pacific Islander,No,No,No,Yes,No,No,No,No,All of it,None Under 18,0
862,3,0.59,Male,55,West,Utah,Rural,Man,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Very concerned,Somewhat prepared,Yes,1-3 day,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Ran off,No,9,5,3,50,10,Yes,No,No,No,No,No,Yes,No,No,No,,Yes,No,No,Yes,Think ahead,Own a house,Married,"$50,000-$54,999",Grade 12 (no diploma),White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
864,3,0.51,Female,26,South,Florida,Suburban,Two Spirit,,Bisexual,,Yes,Yes,No,No,No,No,No,No,No,Somewhat concerned,Very prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,2,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,No,No,Yes,"Stay calm, our babies can feel when we are anxious and upset. It helps to have CBD or calming treats on hand in case of emergency.",Rent,"Single, never married","$40,000-$44,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
866,3,0.89,Female,35,South,Texas,Urban,Woman,,Straight/heterosexual,,No,No,No,No,Yes,No,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,1,0,0,0,Not sure,No,Yes,No,No,No,No,Yes,No,No,,No,Yes,No,Not sure,Have disaster plans for overnight emergency,Rent,Married,"$50,000-$54,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,Less than half of it,13-17 Only,2
868,3,0.53,Female,34,Midwest,Ohio,Suburban,Woman,,Bisexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,1,0,0,0,Yes,Yes,No,No,Yes,No,No,Yes,No,No,,No,Yes,No,Yes,Keep your pets close to you so if you have to leave they are close by .,Own a house,Married,"$70,000-$74,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,6-12 Only,1
869,3,0.66,Female,73,West,California,Suburban,Woman,,Straight/heterosexual,,No,Yes,Yes,No,Yes,No,No,No,No,Very concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,Yes,take pet and their food with you,Prefer not to answer,Married,"$65,000-$69,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
872,3,1.13,Female,37,West,Washington,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,2,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,Yes,Have food and water,Rent,Married,"$75,000-$79,999","1 or more years of college credit, no degree",Prefer not to answer,No,No,No,No,No,No,Yes,Prefer not to answer,All of it,6-12 and 13-17,2
